a_racel,a_sf1,a_sf2a,a_sex_cr,a_age_cr,a_netinc1,a_indpxus_xw
9,2,3,1,21,666.666626,0.639328718
9,2,3,2,21,300.0000305,0.452555209
11,2,3,2,32,1052.723511,0.161224455
15,2,3,2,22,0,0.312530786
11,2,3,2,34,461.0599976,0.455925792
11,1,3,1,33,0,0.49830547
14,3,3,1,45,3046.687744,0.259495795
9,4,2,2,36,472.3267212,0.32357052
9,2,2,1,40,746.1902466,0.416397989
15,2,3,1,37,1507.666626,0.232720464
14,2,3,1,66,1579.4646,0.17703858
10,3,3,1,29,1054.194092,0.221185893
10,3,3,1,29,0,0.287247181
-7,3,-7,2,36,0,0.163038701
10,3,3,2,25,1360,0.266807854
-7,2,-7,1,26,0,0.475708991
10,3,3,1,22,381,0.48320365
10,3,3,1,18,0,0.391432762
10,4,2,2,48,257.833313,0.244310826
10,3,3,1,51,307.1013794,0.327090353
9,3,3,1,26,0,0.375426948
-7,3,-7,2,26,0,0.204928428
9,2,3,1,54,1530.470703,0.267128319
-7,1,-7,2,50,294.4267273,0.219192863
10,3,3,1,23,136.3552246,0.325597137
10,2,3,2,20,0,0.215359911
9,2,3,2,25,1991,0.460016131
13,2,3,1,21,833.333374,0.325701863
13,5,3,2,29,2699.333252,0.343306065
10,3,3,1,29,1290.830933,0.68652612
15,3,3,2,32,86.66001892,0.164161742
14,3,2,1,74,625.000061,0.194724679
13,3,3,1,20,1560.000366,0.222255215
15,3,2,2,58,773.666626,0.208917096
14,2,3,2,24,919.333374,0.232806385
-7,3,-7,1,52,919.1866455,0.251403034
14,3,3,2,41,2399.193359,0.240252942
7,3,3,1,42,2542.061768,0.309424907
14,4,3,2,49,2491.694336,0.251480401
2,4,3,1,46,27.77779198,0
4,3,3,2,35,1141,0
15,5,2,2,54,654.6508179,0.34617123
15,3,3,2,46,1425.993286,0.285941184
-7,2,-7,1,49,1022.763489,0.354418784
11,1,3,2,29,5290.001465,0.389170259
1,1,3,1,29,2991,0
10,3,3,2,38,338.8599854,0.385056287
1,1,3,2,56,799.4934082,0
97,1,3,1,55,2157.666748,0.447452903
9,2,3,2,59,991,0.426198244
13,5,1,1,68,70.00001526,0.342001319
13,2,3,2,65,1087.083496,0.354024082
14,2,3,2,53,1549.78894,0.466873407
-7,1,-7,2,21,0,0.474344015
13,2,3,1,43,2278.993408,0.508150637
-7,2,-7,2,39,1476.374756,0.403381944
97,3,3,1,33,10454.66211,0.458673865
97,1,3,1,20,478.6388855,0.37075606
15,1,3,2,34,831.8421631,0.328453928
15,3,3,2,36,624.1433105,0.388706267
6,3,3,1,69,862.3334351,0.307082415
15,4,2,2,58,0,0.347133487
15,2,2,1,40,0,0.51104033
9,4,2,1,39,1597,0.54902637
9,4,2,2,35,1217.393311,0.40057984
9,2,3,1,31,1891,0.777189136
8,1,3,1,27,2051.694336,0.533121467
4,2,3,2,27,1876,0
9,2,3,2,38,2735.890137,0.502323389
12,3,2,2,29,1991.833374,0.473277092
1,4,3,1,31,2011.347168,0
7,2,3,2,28,1518.34668,0.471259058
8,2,3,1,28,1491.694458,0.607931137
9,3,3,1,70,983.666626,0.32226333
9,4,3,2,69,208,0.304582953
9,1,3,1,57,75,0.332725435
9,1,3,2,55,582.666687,0.300217658
9,3,3,2,42,535.7766113,0.349591404
9,3,3,1,45,0,0.46009922
9,3,3,2,20,0,0.417415857
14,4,3,1,51,0,0.287585497
14,2,3,2,49,2266.859863,0.250199765
15,2,3,2,27,0,0.236246243
9,3,3,2,25,1093.777832,0.440783203
9,2,3,2,23,1083,0.440714836
11,5,3,2,46,876.6468506,0.043007217
11,5,1,1,52,1781.245239,0.050489496
11,1,3,2,18,130.0000153,0.047826964
11,1,3,1,19,0,0.05393865
11,1,3,2,24,2221.199951,0.056175265
11,3,2,2,62,195.0000305,0.043003723
11,3,3,1,66,1196.606812,0.064990193
11,2,3,1,34,1391,0.067471132
11,3,3,2,24,0,0.05695039
11,5,1,2,47,1825.416626,0.047735691
11,2,3,1,38,1191,0.074983194
11,3,3,2,29,959.3934937,0.049464211
11,2,3,1,31,277.3333435,0.063515589
11,3,3,2,25,1484.380005,0.047104057
11,2,3,2,42,2672.566895,0.054311689
11,4,3,1,42,0,0.07133396
11,3,3,1,17,0,0.054200955
1,1,3,1,48,1499,0.973532319
1,2,3,2,46,321,1.10147512
1,3,3,2,72,246.9999847,1.104471922
1,5,1,1,71,2102.75,1.024901032
1,2,3,1,54,518.0999756,1.268878102
1,3,3,2,50,2377.659912,0.934514046
1,2,3,2,17,0,0.919135571
1,3,3,2,23,856.1600342,1.09663105
1,3,3,1,26,1081,1.206937432
1,5,2,1,65,706.4443359,0.960231185
1,4,3,2,68,487.416748,1.045895457
1,2,3,2,26,1040.859985,0.864224792
1,4,2,1,68,1310.333252,1.104827285
1,4,3,2,46,424.2938232,1.078391433
1,2,3,2,17,0,1.038372517
1,2,3,1,21,896,1.799412131
1,4,2,1,32,238.3333893,1.021968722
1,2,3,2,40,827.333313,0.903463185
1,3,3,1,56,1582.192139,1.167024255
1,2,3,2,53,2041,0.935645044
1,3,3,2,44,1724.333374,0.925833464
1,3,3,2,44,1007.059937,0.945447385
1,2,3,1,42,1524.863403,1.147763371
1,5,3,2,49,558.9932861,0.982382238
1,3,3,1,47,903,1.074022174
1,3,3,2,72,502.333374,1.004400492
1,3,3,2,42,407,1.030232549
1,2,3,1,47,1083,1.183363199
1,3,3,1,51,942.7385864,1.125044465
1,1,3,1,73,1982.666138,1.240880609
1,3,3,2,74,916.1907959,1.096426129
1,3,3,2,52,677.5686646,0.881865144
1,2,3,2,19,403,0.85319072
1,4,1,2,87,1620.602539,1.484748125
1,2,3,2,37,951.5932617,0.830903292
1,3,3,1,38,1504.602417,0.956612647
1,4,3,2,46,1982.666626,1.021209002
1,3,3,2,18,0,0.930140674
1,4,3,2,57,642,1.096583009
1,2,2,1,23,951,1.407316923
1,3,3,2,36,1448.926636,0.894013286
-7,5,-7,1,39,277.3333435,0.994249225
1,2,3,2,75,1260,1.262086868
1,3,3,2,27,1230.80896,0.95706284
-7,5,-7,1,28,412.5000916,1.265409708
1,2,3,2,37,129.9933472,0.876556456
1,2,3,1,36,2291,0.968994617
1,1,3,1,16,0,1.052012205
1,4,3,1,80,781.4440918,1.422114253
1,3,3,1,53,281.3333435,1.122039437
1,3,3,2,50,706.833313,0.828049302
1,4,3,2,63,378.1111145,0.769609451
1,2,3,2,29,1651.026855,0.982248783
1,4,2,1,29,1288.333496,1.245777488
15,2,3,1,28,1891,1.4305861
1,3,2,1,80,691.2481079,1.364079714
1,3,3,2,60,0,0.954874635
-7,3,-7,1,55,1678.449341,1.292059183
1,2,1,2,84,866.666626,1.235197067
1,4,3,1,56,1499.999756,1.074088931
1,3,3,2,70,786.833313,0.974742055
1,3,3,1,25,1074.333374,1.334293246
1,1,3,1,25,1141,1.334293246
1,3,3,2,54,728,0.904481888
1,2,3,1,23,857.666687,1.354645252
1,1,3,2,19,823.3267212,0.734115601
1,3,3,2,65,1314.134277,0.989619911
1,3,3,2,72,969.1107788,0.930086672
1,1,3,2,77,1256.021606,1.201633453
1,1,3,1,25,1791,1.221730471
1,3,2,2,24,941,1.102315784
1,4,1,2,38,742.000061,0.826512694
-7,3,-7,2,19,485.3265991,0.839079797
10,3,3,2,25,1847,0.887539566
1,2,3,1,26,1291,1.147662044
1,2,3,2,61,40.00000381,0.818589807
1,2,1,2,70,1137.402954,0.921126842
1,1,3,1,73,1634.402832,1.012818217
1,1,3,2,27,5989.000488,0.87639761
1,3,3,1,81,975,1.3551296
4,2,3,2,20,0,1.524385452
1,2,3,2,19,631,1.246177197
1,3,3,2,20,900.0001221,1.524385452
1,3,3,2,20,1107.666748,1.606742024
1,2,3,1,20,390.6666565,1.998411775
1,3,3,1,20,50,1.877102256
1,3,3,1,21,50,1.877102256
1,2,3,2,20,341,1.442477584
1,3,3,2,20,0,1.384144187
1,3,3,1,22,0,1.775590897
1,3,3,1,28,238.3332977,1.433564782
1,2,3,1,22,374.6666565,1.577707529
1,2,3,1,21,500.0000305,1.518064141
2,1,3,1,21,572,1.577707529
1,1,3,2,21,235,1.116479993
1,1,3,2,20,419.999939,1.116479993
1,2,3,2,29,1851,1.000189424
-7,3,-7,1,28,0,1.322124362
1,4,3,1,67,1235.981934,0.85728848
1,1,3,1,45,1684.701782,1.076677322
1,2,3,2,35,862.180603,0.912159801
-7,2,-7,1,37,616.9710693,1.239271641
1,2,3,2,59,736,0.939779997
-7,1,-7,1,63,1402.35022,1.0623312
1,3,2,1,39,2157.666748,1.137416124
1,5,2,1,48,693,1.092527151
1,4,2,1,74,1194.333374,0.926144123
1,3,3,2,25,130.0000153,0.856783628
1,2,3,1,25,1053,1.376663566
1,1,3,1,90,1030.792358,1.121860981
1,2,3,2,58,771.625,0.848709822
-7,2,-7,1,70,593.6248169,0.909341097
1,3,3,2,48,1039.666626,0.979083836
1,4,3,2,72,1559.414063,1.036461115
15,3,3,2,23,0,0.210914791
7,3,3,1,23,805.8657837,0.284386665
11,3,3,2,28,1618.900879,0.212942019
9,3,3,2,34,1328.193359,0.273158967
1,5,1,2,33,2552.327148,0.801098228
1,3,3,2,44,542.2575684,0.994377673
1,1,3,1,23,195.0000305,1.412379026
1,2,3,2,34,2672.92041,0.876465261
1,4,3,2,16,130.0000153,1.030000567
1,2,3,2,22,580.6599121,1.024644613
1,2,3,1,24,1410.160034,1.433890939
1,3,3,1,30,377.333313,1.036074519
1,5,3,1,37,1551.333252,1.134055734
1,1,3,1,85,252.9999695,1.088929772
1,3,3,2,52,1243.333374,1.183073997
-7,4,-7,1,20,250.0000305,1.705713511
-7,1,-7,1,17,600.0001221,1.381761551
1,3,3,2,26,1456.051147,0.968927145
1,3,3,2,33,1350.601807,0.938890815
1,2,3,1,39,1756.82666,1.248971343
-7,2,-7,2,36,2062.889648,0.90473479
1,5,2,2,69,1154.833374,1.024275422
1,2,2,1,72,1098.482178,1.08900857
1,3,3,2,71,531.2962036,1.310332179
1,4,3,1,47,766.9998779,1.120983601
1,2,2,2,78,788.666626,1.328529954
1,4,3,2,42,1024.943359,1.151481986
1,3,3,2,17,99.99999237,1.295240879
1,5,3,1,22,841.2103882,2.098376989
-7,3,-7,1,46,186.6643829,1.433130622
1,1,3,2,25,2076.093506,0.907895684
1,5,3,1,29,637,1.449057817
1,5,1,2,28,1639.51416,0.856774271
1,5,3,1,59,1075,1.611671686
1,5,2,2,45,1506.114258,1.012547612
1,2,3,1,30,1397.166626,1.026602745
1,2,3,2,27,1520.993408,0.90996623
4,2,2,2,27,1073.100464,0.976532757
4,2,3,1,32,1335.292725,1.120010853
1,5,1,2,73,1506.437744,1.185537219
1,5,1,1,79,1983.911255,1.119424462
1,4,3,2,42,690.9933472,1.136582494
1,3,3,2,24,1071,1.381650925
1,4,3,2,21,871,1.381650925
1,2,3,1,37,1391,1.302838206
1,3,3,1,65,264.000061,1.438113213
1,5,1,2,59,682.699707,1.03543365
1,2,2,2,66,390.3475037,1.073310137
1,5,3,2,46,1162.759888,1.22797811
1,3,3,1,75,3305.731689,1.2170825
1,5,1,2,43,317.1933289,1.064451814
1,3,3,2,37,521,0.829929173
1,3,3,1,40,1091,1.278850436
1,2,3,2,39,1666.666626,0.870434701
1,4,3,1,49,1013.666687,1.199899077
1,1,3,2,46,1005.583313,1.104159594
1,3,3,1,50,1724.743408,1.08330071
1,4,2,1,58,1050.434937,1.196588874
1,5,1,2,55,775.6799316,0.880538404
1,2,3,2,30,2254.859863,0.903354824
1,2,3,2,54,1350.881592,0.973187804
1,2,3,2,34,679.2766113,0.88438338
1,2,3,2,35,1906.52356,1.150358319
1,1,3,1,50,1787.270874,1.115455627
1,3,3,1,76,1125.214722,0.953609943
1,3,2,2,74,638.4949951,1.04472518
15,5,1,2,25,1153.759399,0.799710572
1,3,2,2,33,1546.902832,0.814652324
1,4,3,1,42,1791,1.349844813
1,3,2,1,21,1243.333374,1.631482005
1,3,3,1,78,1535.333252,0.98355633
1,2,3,1,60,1004.999939,0.987018228
1,3,3,2,61,822.999939,0.898243606
1,2,2,2,74,1176.720215,1.102898717
1,2,3,1,48,2291.694336,1.386481524
1,3,3,2,48,1904,1.2606951
1,3,3,2,20,155.6666718,1.287169695
1,2,3,1,69,1559.123169,1.061910868
1,2,3,2,35,1076.026489,0.894618154
1,3,2,1,36,859.1665039,1.225645423
1,2,1,1,56,1362.885864,1.085516691
10,2,3,2,21,1162.191895,0.221597657
1,2,3,1,52,711.666687,1.102746964
1,1,1,2,54,277.3592224,0.985163271
1,4,3,2,27,1692.809692,0.893341362
1,2,3,1,69,865.333252,1.158612251
1,2,3,2,65,709.491333,1.118992209
1,5,2,2,82,1554.583374,1.23952651
1,3,3,2,58,833.2921143,0.974317908
97,5,1,1,87,692.833374,0.590581179
1,5,2,2,63,1132.666626,0.833712578
1,1,3,1,68,1107.333374,1.113189459
1,3,3,2,36,1471.526611,0.954209626
4,3,3,1,37,2090.890137,1.29816854
1,3,3,1,77,1227.213379,1.20667541
1,1,3,2,82,238.7008667,1.358641624
1,3,3,1,43,3824.333252,1.155439258
1,4,3,1,71,65.79333496,0.995255351
1,3,2,2,72,43.33333206,1.210237384
4,4,3,1,33,3089.85376,1.087677598
4,4,3,2,30,686.7947388,0.934869528
1,4,1,2,85,0,1.737757444
1,3,3,1,73,919.416626,1.002773881
1,3,1,2,71,0,1.207675695
1,3,3,1,64,2756.972412,1.032362223
1,3,3,1,70,918.8889771,0.858210742
1,3,3,1,65,442,1.104820848
1,2,3,2,63,561.6137695,0.848564625
1,1,3,2,34,1217.193359,0.851661742
1,2,3,1,36,1791,1.143636346
1,2,3,1,16,0,1.215783119
1,5,2,2,57,790.8543091,0.796533465
1,5,1,1,62,1698.154785,1.009616137
1,4,2,2,58,0.138978839,0.891407907
1,2,3,1,43,2576.286865,1.261260509
1,3,3,2,39,752.5772095,0.856499553
1,2,3,2,16,13.33333302,1.05101037
1,3,3,1,24,857.666687,1.545314789
1,3,3,2,46,1128.5,1.205989361
1,3,3,2,63,1443.888306,0.886513293
1,2,3,1,62,0,0.997241616
1,1,3,2,62,979.7218018,0.874730051
1,4,1,1,75,3100.69458,1.070823193
1,3,2,1,81,520.34729,1.116448402
1,3,3,1,66,859.611084,1.137731791
1,2,3,2,68,216.805603,1.098944426
1,2,3,1,44,4491.208496,1.230408907
1,2,3,2,39,2131.859863,0.843351543
1,4,1,2,49,1040.659912,0.991039693
1,2,3,1,37,2538.069336,1.086574316
1,3,3,2,36,1777.194702,0.812919974
1,2,3,1,46,2416.273193,1.159570932
1,2,3,2,47,5269.527344,1.10416019
1,1,3,2,18,77.66666412,1.041162491
1,3,3,1,52,1934.472046,1.449015975
1,1,3,2,51,1427.729492,1.200546265
1,1,3,2,19,250.0000305,1.236960888
1,1,3,1,19,857.666687,1.638913274
1,4,3,1,16,0,1.543993235
1,4,2,1,73,1517.297119,0.964897394
1,4,1,2,64,455.138916,0.895467818
1,2,2,2,37,1791.694458,0.847320914
1,1,3,1,40,1691.347168,1.247436404
1,2,3,1,52,4786.989746,1.240635157
1,2,3,2,55,0,0.86962837
1,2,3,2,56,741.034729,0.877496302
1,3,3,1,61,931.069458,0.993799269
1,1,3,2,40,833.7266846,0.931942999
1,3,3,1,51,2492.060059,1.177746296
1,4,3,2,61,420.3332825,0.813583791
1,4,2,1,63,0,0.907802284
1,5,1,2,54,1293.466553,1.019757152
1,1,3,1,21,686,1.599630475
1,2,3,2,16,0,1.033117771
1,3,2,1,64,1250.000122,0.935257554
1,3,3,1,50,1711.956543,1.314406276
1,3,3,2,16,0.666666567,1.120316744
1,2,1,2,65,885.000061,0.971035063
1,3,3,1,52,2426,1.215850711
2,2,3,2,47,3.472222328,1.101446271
1,3,3,1,48,2491,1.01484859
1,1,3,2,40,2791.069336,0.921168447
1,1,3,2,34,144.5544281,0.882190228
1,2,3,1,34,2641.694336,1.029942989
1,2,3,1,36,1091,1.347991467
1,3,3,2,37,1451.347168,0.953405499
1,2,3,2,34,1683,1.056903839
1,2,3,1,23,0,1.248474836
1,4,3,1,74,1208.333496,0.844225705
1,5,1,1,72,395.666626,1.041924834
1,2,3,2,67,646.9998779,1.197820425
1,2,3,1,41,2736.5,1.349629402
1,3,3,2,36,723.1600342,0.915671706
1,4,1,1,26,554.666748,1.337889314
1,2,3,2,32,311.9934082,0.819893718
1,5,1,2,78,574.2519531,1.12685895
4,5,2,1,66,512.666626,1.173904896
4,4,2,2,65,75,1.11405766
-7,5,-7,1,70,1123.427002,1.057316661
1,3,3,2,69,546.6665649,1.037900805
1,2,3,1,65,1961.110718,0.884268403
1,3,3,2,41,1048.910034,0.958501935
-7,5,-7,1,39,368.6014709,0.918430269
1,4,3,1,75,574.2158813,1.16895628
1,4,3,2,66,234.0000305,1.10293293
1,2,3,1,57,837.0001221,1.151231527
1,4,3,2,54,1148.99353,0.937046945
1,2,3,1,18,0,1.016290665
1,4,1,1,67,849.1665649,1.062657714
1,2,2,2,64,350.9167175,0.936555624
-7,5,-7,2,90,595.5321045,1.739958882
1,1,3,1,78,1190,1.098550439
1,5,1,2,78,827.666748,1.279182911
1,4,2,2,36,1707.573486,0.827223063
1,4,3,1,35,2066.226563,1.020457268
1,3,3,2,28,970.2265625,0.988477647
4,1,3,1,29,970.8500366,1.157507062
1,3,3,1,54,931,1.304297805
1,2,3,2,62,429,0.94646883
1,5,1,2,64,967.666626,0.954488635
1,5,3,1,65,961.8780518,1.081239939
1,3,3,2,42,1558.976318,0.949002326
1,2,3,1,58,1565.251221,1.212187409
-7,2,-7,2,56,1499.875488,1.213829637
1,1,3,2,44,1993.083374,0.984271765
-7,1,-7,1,44,2031.454224,1.186757922
1,3,3,1,39,2039,0.8907094
1,5,1,1,66,1145.999878,1.045877099
1,3,2,2,65,745.333252,1.133489609
1,2,3,1,58,1021.991577,1.371719837
1,2,3,2,52,857.666687,1.048659921
1,2,3,1,23,191,1.877635956
1,2,3,2,24,1093.193237,1.079144835
1,3,3,2,52,1191,1.024651527
1,4,3,2,25,821,1.113513589
-7,2,-7,1,27,936.5309448,1.565596342
1,4,2,1,83,1057.333374,1.441478252
1,2,3,1,76,13.88888836,1.170159817
1,4,3,2,70,924.7776489,1.034211636
1,3,3,2,33,651.8267212,0.872928023
-7,2,-7,1,38,1057.05249,0.891296446
-7,1,-7,2,17,16.66666222,0.858651638
17,3,3,1,70,873.6109619,1.173454285
1,4,3,2,68,10.41666508,1.107083797
1,2,3,2,75,265.222168,1.394866109
1,3,3,1,76,1573.888916,1.217846632
1,2,3,1,55,1248.795288,1.227142453
-7,1,-7,2,54,973.7349854,0.948151708
-7,1,-7,1,24,1255.362793,1.643532753
1,3,3,2,34,1909,0.870728076
1,3,3,2,48,687.916626,0.886149526
1,5,1,1,47,1197.624878,0.97112143
1,2,3,2,29,830.6933594,0.838336289
1,2,3,1,27,1827.714844,1.099269748
1,4,3,2,71,916.0089111,0.895644724
1,5,3,2,25,461.5057373,0.931514502
1,4,3,2,16,216.6667175,0.932318866
8,4,2,1,30,459.333252,1.219713926
1,4,2,2,77,559.652832,1.185265064
1,3,2,2,64,420.333313,0.817737281
1,5,1,2,53,317.1933289,0.909979999
1,3,3,1,60,875.1101074,1.20053041
1,1,3,1,19,0,1.178109407
1,3,3,1,17,0,1.178109407
1,5,1,1,69,1215.104492,0.831182539
1,5,1,1,56,995.333374,1.012579918
1,4,1,2,46,818.500061,0.974834204
1,1,3,1,23,281.6667175,1.338659644
1,4,2,2,61,981.4656982,0.945464849
-7,1,-7,2,44,1122.661133,1.071412563
-7,1,-7,1,31,1712.952393,1.364996433
1,2,3,2,54,1209.076782,0.872179449
-7,4,-7,1,58,492.6853027,1.078698993
1,4,3,1,47,747.6519775,1.247208476
1,1,3,2,46,1239,1.078748703
1,2,3,1,23,435,1.801520586
1,2,3,2,50,1862.640137,0.88170898
1,2,3,2,67,827.666687,0.972667992
1,3,3,1,25,1690.666626,1.208025455
-7,2,-7,2,20,179.9999542,1.08006978
1,1,3,2,38,982.7578125,0.863547266
1,3,3,1,43,1111.743286,1.220546842
1,3,3,1,48,1491.034668,1.005559921
1,2,3,2,77,392.8546753,1.195101738
1,4,1,2,70,0,0.988295496
1,4,2,1,69,176.0946655,0.971469939
1,3,3,2,48,86.66001892,1.002660394
-7,1,-7,1,47,2172.849854,1.123123765
-7,1,-7,2,17,7.999998569,0.929349124
1,4,2,2,48,604.6600342,1.035547495
-7,1,-7,2,23,331.2868347,1.154902458
1,1,3,1,24,212.3333435,1.438937068
1,2,3,1,66,1411.470215,1.207771063
1,1,3,2,62,316.3332825,1.003088117
-7,1,-7,2,34,959.4060669,1.189864397
1,2,3,2,67,1511.884521,1.013964176
1,3,2,1,82,554.666626,1.618987679
1,3,3,2,76,1929.684082,1.356273651
1,3,3,1,50,1801.789063,1.294462323
1,2,3,2,46,1112.526367,1.02070713
1,1,3,1,18,306.276886,1.082854271
2,4,3,2,67,244.5805664,1.059002757
1,2,3,1,66,3719.803223,0.984580755
1,3,3,2,70,814.333313,1.086557031
1,5,1,1,72,773.6051636,1.2298069
1,2,3,2,24,1340.82666,1.199480534
-7,1,-7,1,20,1090.050293,1.397487044
1,2,3,2,61,1290.861084,0.94996506
1,3,3,2,24,125.6600189,1.235419154
1,2,3,2,38,1743,1.011531472
1,3,1,2,42,923.8599243,0.976067245
1,2,3,2,38,553.7266846,1.001941562
-7,2,-7,1,39,3012.057129,1.126765609
1,3,3,2,69,1108.320923,1.090037346
1,3,2,2,72,1313.564209,1.072037697
1,1,3,1,51,2810.138184,1.263204217
1,2,2,2,52,1646.34314,0.932869375
1,3,2,2,66,2027.462524,1.034629464
4,5,2,2,86,913.9998779,1.423854828
1,2,3,2,53,837.277771,0.929690897
1,3,3,1,55,2641.104248,1.167954922
1,3,3,1,72,3974.838379,1.075091362
1,2,3,2,73,310.9165955,0.986822426
1,3,3,1,46,940.5270996,1.185778141
1,3,3,2,44,1295.57666,1.051769972
-7,3,-7,1,34,1710.650146,1.250513554
1,1,3,2,23,2446.193359,1.196524858
1,1,3,1,53,653.4124756,1.129554391
1,1,3,1,54,1091.694458,1.13792944
1,2,3,1,61,1291.277832,1.10149312
1,3,3,2,54,1412.333374,0.93126452
-7,1,-7,1,39,913.6964111,0.953701735
1,3,2,1,48,2210.047852,1.114940763
1,4,1,2,43,1572.016602,0.990744412
1,4,1,1,76,978.1380615,1.082157612
1,2,3,2,58,1071,1.2312994
1,2,3,2,31,1790.679688,0.91734165
1,2,3,2,55,1124.139038,1.167436123
4,1,3,2,29,128.7433472,0.991717398
-7,1,-7,1,34,1462.024536,1.214287281
1,5,2,2,44,619.666687,1.039151907
1,5,2,1,45,1230.333374,1.185170293
1,3,3,1,19,216.6667175,1.13956821
1,3,3,2,45,991.138916,0.980326056
97,5,1,1,44,1120.793213,0.379504859
97,4,1,2,46,0,0.320184737
10,1,3,1,18,0,0.342477173
1,3,3,2,22,1912.927246,1.03366518
1,2,2,2,66,849.1991577,1.057457447
1,1,3,2,32,1066.633423,0.933124125
-7,1,-7,1,33,2060.010254,1.16911912
1,1,3,1,47,1857.111206,0.998592138
1,1,3,1,24,1026,0.927184999
1,2,3,2,41,815.8599854,0.932413638
1,4,2,2,69,602.333252,0.903291881
1,4,3,1,50,90,0.876815975
1,2,3,2,80,520.000061,1.003248692
1,1,3,1,31,989.333374,0.878103673
1,3,3,2,23,568.0627441,0.869724035
1,2,3,1,47,1291,0.954652369
1,1,3,1,70,1538.333374,0.914231181
1,5,1,1,79,865.1050415,1.051548719
1,3,3,2,79,208,1.20303905
1,3,3,2,56,-41.54336548,0.992293179
1,2,3,1,53,1630.016602,1.020938039
1,2,3,2,27,1311.368652,0.888099313
1,3,2,2,33,1686.232788,0.904001236
1,4,3,1,32,873.1392212,0.958094299
1,4,3,1,46,1907.666626,1.41838181
1,5,1,2,39,1369.859985,1.066160321
1,1,3,2,20,221.0000305,1.281729817
15,3,3,1,39,160.3333588,0.366402715
15,2,3,2,30,1191,0.321664751
15,3,3,2,35,927.6600342,0.301136345
1,3,3,1,59,281.6667175,1.094833732
1,5,1,2,59,411.4089355,0.981421471
1,5,2,2,72,433.3334045,0.983994126
1,4,2,1,78,793.1719971,1.010823607
1,5,2,2,54,1494.395264,0.833631516
1,4,2,1,52,260.2741394,1.025236726
1,3,2,2,16,0,1.069073081
1,5,1,2,56,611,0.988445818
1,3,3,1,54,1318,1.060418367
1,3,3,1,51,1772,1.254256964
1,5,3,2,45,727.6600342,1.064149737
1,1,3,1,17,0,1.251762748
1,3,3,1,37,2591,1.186244249
1,2,3,2,33,612.0599976,1.022912383
1,3,3,1,47,1224.333374,1.236850739
1,4,3,2,35,1378.193359,0.975221038
1,3,3,1,24,521,1.138218164
1,2,3,2,19,391,1.10149765
4,2,3,2,25,935.666687,1.036671162
1,1,3,1,40,1274.236084,1.103753448
97,3,3,2,39,2248.89624,0.307716161
10,3,3,1,38,1176.660034,0.438396484
10,5,2,2,40,844.3300171,0.376030266
1,3,3,1,74,947.888855,1.073939562
1,2,3,2,69,542.722229,1.041329861
9,3,2,1,55,961.333313,0.546896815
1,1,3,2,44,1186.683105,0.994929612
1,4,3,1,82,1995.576904,0.902448118
1,4,3,1,51,1291.013916,1.03024292
1,4,3,2,53,0,0.820881188
1,3,3,1,52,1091,1.241369486
1,4,3,2,47,1078.38208,1.045105338
1,2,3,2,19,631,1.330005288
1,3,3,1,17,402.6666565,1.25788641
1,4,3,2,24,716.6099854,0.95613718
-7,4,-7,1,24,1426.248535,1.065954447
1,2,3,2,63,456.2053528,0.909995794
1,2,3,2,44,1854.780396,0.975393295
1,3,2,2,71,1090.278076,0.954394996
1,4,3,1,56,1161.715088,0.9891783
-7,2,-7,1,62,1322.329834,0.942663014
1,3,3,2,60,116.0069504,0.988635302
1,3,3,1,60,1601.416626,0.841399789
1,2,3,1,61,1031.27771,0.97787255
1,2,3,2,56,2424.689941,1.050684333
1,4,3,2,23,1272.26001,0.923420548
1,3,3,2,64,86.66666412,1.013214707
9,3,2,1,70,1167.010986,0.802917242
9,3,3,2,58,1377.666626,0.724352658
9,3,3,1,27,471,1.118389487
9,3,3,1,40,2298.860107,0.754752517
9,3,3,2,35,203.8599701,0.611398935
1,1,3,2,68,1172.575073,1.005351663
1,4,3,1,74,1466.416504,1.042155862
1,2,3,2,59,1096.677002,1.036802292
1,2,3,2,51,709.888916,0.962942541
1,1,3,1,51,2099.333252,1.218842149
1,2,3,2,23,1355,1.235371351
1,2,3,2,33,855.9093628,0.872581124
1,3,2,1,82,774.8887939,1.093651772
1,2,3,2,80,358.3332825,1.139835596
1,3,3,2,28,1492.491699,0.99515605
1,1,3,2,70,494.0278015,1.049239039
1,5,1,1,74,1047.333252,1.038385034
1,2,2,2,73,823.0523682,0.971955895
1,3,3,2,37,1398.493408,0.920894444
1,2,3,1,41,626.0513916,1.053203821
1,1,3,2,54,1883.059937,0.876345694
1,3,1,1,56,1204.333374,1.140149474
1,1,3,2,17,77.66666412,1.087927818
10,3,3,2,26,306.3600159,0.321287394
9,2,3,2,25,277.3333435,0.465649337
9,5,1,1,48,106.3333282,0.495528758
9,2,3,2,45,263.161438,0.400652796
9,1,3,2,18,591,0.499097019
9,2,3,2,19,0.348947287,0.481043786
10,3,3,2,27,0.588200748,0.343526274
-7,2,-7,1,27,787.0856323,0.448351979
1,1,3,1,31,1529.680542,1.031484365
1,2,3,2,29,1391,1.045165777
9,3,3,1,25,277.3333435,0.587715745
9,2,3,2,27,991,0.460624397
9,4,1,2,53,425.2753906,0.370675594
1,3,3,2,46,393.0892639,0.971604407
1,2,3,1,53,1391.694458,1.107388258
1,1,3,1,19,0,0.992746294
1,3,3,1,50,1391,1.179495811
